commune_id,epoca_di_fondazione,secolo_di_fondazione,anno_di_fondazione,etimologia_del_nome,storia
76,Antica,,,"Il primo termine fa riferimento al luogo, un'altura, ma potrebbe anche indicare un borgo, una cittadella. San Felice, invece è in onore del patrono del luogo.","Sede, in epoca preromana, di un tempio dedicato alla dea Mefite, fu conquistata dai romani nel 311 a.C. In epoca longobarda vi fu eretta una fortezza adibita alla difesa dei confini tra il principato di Salerno e quello di Benevento, attorno alla quale si sviluppò poco dopo un agglomerato urbano. Inglobata in epoca angioina tra i feudi di Landolfo d'Aquino (1300), passò poi ai Saraceno, ai Caracciolo e, nel 1594, a Giovanni Battista Reale, che si fregiò del titolo di barone. I Capobianco, signori di Carife, ne assunsero la giurisdizione nel XVII secolo, mantenendola fino all'eversione della feudalità, avvenuta nel regno di Napoli nel 1806 sotto Giuseppe Bonaparte. La sua storia seguente non evidenzia particolari avvenimenti di rilievo e quella del resto della provincia. Il toponimo, citato nel Catalogus Baronum (1150-1168), è un composto del sostantivo “rocca” e di un agionimo. Del castello medievale, arroccato su uno sperone roccioso, restano una torre cilindrica e parti della cinta muraria. Nel centro storico si erge la chiesa di Santa Maria Maggiore, edificata nel XII secolo."
77,Medievale,,,"Il termine ""rocca"" fa riferimento alla natura del luogo, mentre la seconda parte del nome forse deriva dal tedesco guass, che significa vassallo, oppure potrebbe derivare dal latino medioevale gascherarare, che significa aprire. Con la seconda interpretazione il luogo assume il significato di rocca spaccata, aperta.","Sotto la dominazione degli Svevi, Roccabascerana, appartenne al normanno Giovanni Mascabruno capitano di Manfredi. Con l'avvento di Carlo I d'Angiò questa terra nel 1269 fu concessa a Ruggiero di Burson e nel 1271 al figlio Riccardo di Burson. Durante il regno della regina Giovanna il feudo pervenne ai Della Marra, a cui fu tolta nel 1464 dal re Ferrante I d'Aragona a seguito della ribellione di Antonio della Marra. Nel 1467 il feudo passò agli Sperone; nel 1482 ai Dentice e nel 1484 ai Brancaccio. Nel 1486 passò agli Spinelli che lo tennero sino al 1560 quando passò ai D'Aquino. Nel 1669 il feudo entrò nel possesso dei Capecelatro che nel 1712 lo vendettero ai Della Leonessa principi di Sepino e Duchi di S. Martino. Questi ultimi lo tennero sino alla fine della feudalità nel 1806."
78,Antica,,,"L'origine del nome è incerta, forse deriva dal latino Rotondum, oppure dal nome della famiglia proprietaria del feudo, De Rotundis.","Il rinvenimento di alcune tombe in zone elevate ma non lontane dall'attuale centro di Rotondi, conferma la frequentazione del suo territorio in epoche remote, sia al tempo dei ""Samnites"", che in loco dovevano essere Hirpini o Caudini, che dei Romani. Al 1245 risalgono i primi documenti i cui si fa riferimento al ""Castrum Rotondorum"", il castello della famiglia feudataria de Rotundis. Successivamente, feudatari di Rotondi furono i Della Leonessa, i Carafa e i Caracciolo. Durante la dominazione francese il feudo divenne comune."
79,Antica,,,"Il nome deriva dal latino salsus, salato, in riferimento alla sorgente presente in zona. Successivamente si è aggiunto ""Irpina"" per distinguere il nome dagli altri comuni omonimi.","Salza risale al periodo romano, questo testimoniato dai numerosi ritrovamenti archeologici. Nel 1137 Salza rientrava tra i possedimenti del longobardo Raidolfo, conte di Avellino, alla cui morte subentrò il normanno Ruggero. Seguì poi la dominazione Sveva. Nel 1379 suo Signore era Cristofaro Grillo di Salerno. Venne poi la volta di Costanza Grillo, che sposò Simonello Caracciolo. Nel 1400, il feudo passò alla famiglia Strambone, con Giovan Vincenzo, Duca di Salza e Principe di Volturara. I Signori Strambone espansero i confini del loro feudo, fino a comprendervi Parolise, Volturara, Montemarano e Pomigliano D'Arco."
80,Medievale,,,"Il nome si ispira a quello di una chiesa presente in loco e dedicata a San Magnus, ed ha subito la corruzione di ""gn"" in ""n"". Questo santo fu anche il santo patrono fino al XVIII secolo. La specifica ""sul Calore"" deriva dalla vicinanza al fiume Calore.","In località Ciasca, nei pressi di S. Mango, sul fiume Calore si trova il ponte romano, detto anche ""Ponte di Annibale"", o anche ""Ponte del Diavolo"" di epoca tardo-romana, caratterizzato da arcate di oltre sessanta metri. Il borgo venne edificato nei pressi di una cappella dedicata a S. Magno divenuto col tempo S. Mango. Nel 1240 apparteneva a Filippo di San Mango della famiglia Capece. Seguirono come feudatari i: Malgario, Filangieri e Requesenz. Dal 1418 passò ai Caracciolo e poi ai Mastrogiudice."
81,Medievale,,,"Il nome è ispirato e riflette il culto del Santo patrono del paese: San Martino appunto. La specifica ""Valle Caudina"" si riferisce alla sua posizione geografica.","Il territorio di San Martino risulta legato all'antica città di Caudium. Dei primi riferimenti impliciti a San Martino si hanno al tempo dei Santi Palerio, Vescovo di Telesia ed Equizio, suo diacono. Siamo nel IX secolo e le incursioni saracene rendono difficile la vita nel territorio del Principato di Benevento. In seguito all'assedio e alla rovina di Telesia, i due religiosi fuggirono ""per andarsi a ricoverare ne’ Monti Irpini"". Il culto di questi santi è ancora attivo a San Martino, anche se le reliquie subirono una sorte particolare: dimenticate per secoli, vennero ritrovate solo il 17 dicembre 1163 da tale Maraldo, forse un notaio. Dei riferimenti certi a San Martino Valle Caudina si hanno nel Catalogus Baronum, un elenco dei baroni del Regno di Sicilia fatto realizzare da Ruggero II nel XII secolo. In questo testo è scritto che il feudo venne tenuto dal Conte Gionata di Carinola (CE), un discendente della dinastia Drengot, insieme alla vicina Airola (BN) e a Conza della Campania (AV). A Gionata segue il figlio Riccardo, erede anche dei feudi di Carinola e Conza. ]In età sveva, il feudo passa quindi a Corrado Capece, Martino e principe di Sepino, padrone di Ceppaloni, Roccabascerana e Terranova Fossaceca. Nel 1860 Francesco Del Balzo fu nominato sindaco di San Martino da Francesco De Sanctis. Il figlio, Carlo del Balzo (1853-1908), fu scrittore, giornalista e deputato; scrisse vari romanzi tra cui: Napoli e i Napoletani, Parigi e i parigini (che ottenne un'accoglienza favorevole anche da Benedetto Croce); fu amico di Giovanni Verga e Matilde Serao. Pubblicò dieci romanzi documento e ben quindici volumi sul tema ""Poesie di mille autori intorno a Dante Alighieri"". Girolamo Beltramo Del Balzo fu sindaco di San Martino, eletto deputato di Avellino e Baiano nel 1873 (XV Legislatura) sconfiggendo De Sanctis"
82,Antica,,,,"La storia di San Michele di Serino, nei primordi, si identifica e si confonde con quella degli abitatori dell'Alta Valle del Sabato, sanniti-irpini prima e coloni romani poi, essendo il suo territorio incluso in quello della colonia romana Abellinum. Bisogna giungere al VII secolo dopo Cristo, e alla conquista longobarda, per avere notizie certe di una località collegata all'attuale Comune di San Michele di Serino. Dell'anno 848 è, infatti, il patto scritto, pactum firmatum, che sanciva la pace fra i Principi longobardi Siconolfo e Radelchi, una pace ottenuta mediante la spartizione del Principato di Benevento e la fissazione dei confini dei rispettivi domini.Il patto, giunto fino a noi, sanciva che ""tra Benevento e Salerno il confine sia posto in località detta I PELLEGRINI dove per ciascuna parte sono 20 miglia""1. In questo luogo di ospizio e di transito dei pellegrini che, fin dall'epoca del dominio bizantino di Salerno (VI Secolo d.C.), si recavano in visita al santuario di San Michele del Monte Gargano, esisteva, già nel 700 d.C., la chiesa di S.Angelo ad Peregrinos e fu questa chiesa che diede l'attuale denominazione al villaggio e oggi Comune autonomo, di San Michele di Serino. La prima citazione di San Michele di Serino, con il nome che attualmente esso porta, si trova in un documento che reca la data del 4 novembre 1275."
83,Antica,,,"Il nome è ispirato e riflette il culto di San Nicola. La specifica ""Baronia"" si riferisce all'appartenenza del luogo come ""baronia"" ai suoi antichi signori.","Citato come Sancto Nicola a Ripa, anticamente godeva di indipendenza amministrativa e divenne casale di Castel Baronia quando fu infeudato a Federico I di Napoli, secondogenito di Ferdinando I: questi, il 17 novembre 1487 lo diede in suffeudo al suo segretario, Oto Mancini, e la famiglia lo tenne come baronia fino al conte Pasquale Stanislao Mancini (Napoli 1888 - ivi 1924), 10º marchese di Fusignano e 11º barone del Casale di San Nicola a Ripa, nipote e omonimo del grande giurista. In seguito passò, come baronia di San Nicola, a Consalvo de Cordova (1515), al duca d'Aponte, ai Cavaniglia e ai Caracciolo di San Vito."
84,Antica,IV,,"Il nome è ispirato e riflette il culto del Santo patrono del paese: San Potito appunto. La specifica ""Ultra"" si riferisce al fatto che il paese apparteneva al Principato Ulteriore, generato dalle divisioni amministrative.","Le origini di San Potito si ricolleghino in qualche modo al villaggio di Radicozzo, distrutto una prima volta nel 200 A.C., forse originariamente chiamato Ropicuozzo. Nei pressi della chiesa di S. Pietro, originariamente doveva insistere un tempio romano dedicato a Giano, sulle cui rovine era stata edificata la chiesa di S. Potito e che si trovava nell'abitato di Graziano, divenuto poi San Potito. E' probabile, che in epoca medioevale, i Longobardi avessero dato vita ad un vero e proprio borgo di dimensioni maggiori, che avrebbe finito per inglobare i due centri. Le prime notizie certe dell'esistenza di Radicozzo si rinvengono in un documento del 1231, redatto da ""Guglielmo, medico e notaio di Avellino, dove si parla del ""Casale Radicozzo, pertinenza di Candida""."
85,Medievale,,1269.0,"Il nome San Sossio trova nella leggenda la sua giustificazione. Infatti, si narra che un asino, sul quale venivano trasportate le reliquie di San Sossio martire, destinate ad un paese vicino, giunto in località ora detta Sella Coppola, infilò la strada che conduceva alle poche case esistenti in fondo alla valle e non ci fu verso di fargli cambiare direzione. Si gridò al miracolo: le reliquie rimasero nella chiesetta dell'Annunziata e fu dato il nome di San Sossio al paese.La specificazione del nome, acquisita nel 1913 con il Regio Decreto del 3 aprile 1913 n. 337, si riferisce all'appartenenza dell'abitato alla Baronia di Vico. Per la prima volta venne usato il termine ""Baronia"" nel 1122 per indicare i possedimenti di Riccardo filius Riccardi che divenne appunto barone di Trevico, Contra e Flumeri.","Nell'Ottocento, dopo la cessazione dei vincoli feudali, il comune ha fatto parte del circondario di Castelbaronia ricadente nel distretto di Ariano nell'ambito del Principato Ultra all'interno del Regno delle Due Sicilie. In epoca postunitaria San Nicola Baronia fu parte del mandamento di Castelbaronia nell'ambito del circondario di Ariano di Puglia all'interno della provincia di Avellino. Il borgo rimase gravemente danneggiato dal terremoto del 1930."
86,Medievale,XII,1161.0,"Il nome è ispirato e riflette il culto del Santo patrono del paese: Sant'Andrea appunto. La specifica ""di Conza"" si riferisce alla sua posizione geografica, nei pressi di Conza della Campania.","Le radici di Sant'Andrea di Conza affondano nel primo medioevo allorquando il Conte Gionata di Balvano, nel 1161 donò la chiesa e il territorio del casale, con tutti i suoi abitanti, alla Mensa arcivescovile di Conza, di cui Sant'Andrea divenne feudo.Il centro feudale ha seguito le vicende del territorio alternando la sua dipendenza ad antiche famiglie feudali alla Chiesa di Conza.Fu feudo della Mensa arcivescovile di Conza, in seguito passò alla potente casata Gesualdo nel 1389, indi alla famiglia Sinerchia che la tenne con titolo di Conte sino al 1485 anno in cui ne fu spogliata a seguito della partecipazione alla Congiura dei baroni.In seguito passò alla Regia Camera e poi nuovamente alla Mensa arcivescovile di cui ha seguito le vicende storiche e amministrative fino all'abolizione della feudalità nel 1806. Nel 1861, durante l'esplosione del brigantaggio, venne occupata dagli uomini di Carmine Crocco, famoso brigante della Basilicata."
87,Antica,,,"In merito alla questione etimologica, l'Angelo cui si riferisce la prima parte del nome evoca, senza dubbio, San Michele Arcangelo il cui culto fu diffuso dai Longobardi che eressero una piccola chiesa, citata in un documento del 402, dedicata al Santo. Quanto allo specificazione ""a Scala"" (""ad scalas"", nei documenti d'epoca medievale) potrebbe rappresentare un riferimento generico alla configurazione delle montagne che circondano il borgo ovvero alla ripida stradina (quasi una scala, appunto) che, in passato, collegava il borgo ad un antico edificio religioso situato più a monte.","Sant'Angelo a Scala ha origini antichissime come dimostra la presenza, sul territorio, di Grotte paleolitiche. Notizie relative al primo centro abitato di Sant'Angelo a Scala risalgono alla città tardo-romana Asculam, rinvenuta in località Malfetana.  Con i Normanni, Sant'Angelo venne costituito in feudo. A quest'epoca risale la costruzione di un castello e di un abitato fortificato, di dimensioni limitate rispetto ai circostanti insediamenti del territorio del Partenio."
88,Antica,,,"Il nome del paese, Sant'Angelo, nasce probabilmente come atto di devozione all'angelo guerriero, S. Michele Arcangelo.In realtà, il culto fu introdotto dai longobardi, che adoravano il dio Wotan, una divinità guerriera. Con la caduta dell'Impero Romano, le popolazioni barbare si mescolarono poi a quelle indigene, convertendosi al Cristianesimo. Fu allora che la figura dell'Arcangelo Michele, si sostituì all'originaria divinità guerriera dei longobardi, Wotan.","Il paese sorge su un dolce declivio collinare.Un luogo propiziatorio, prescelto nell'antichità per edificare un tempio a Cerere, la dea delle messi. Anche Dioniso fece la sua parte, donando al territorio un vitigno come l'aglianico, che qui rappresenta una produzione autoctona di eccellenza.Il possedimento che faceva parte di un ager qui fuerat Taurasinorum era occupato dai coloni romani della tribù Cornelia, e usato come deposito di granaglie, al fine di fornire aiuto e viveri ai romani di Aeclanum, colonia di Roma.L'appellativo Esca potrebbe derivare da iscla, zona pianeggiante e ricca di acqua, o dall'etimo greco, èoxàpai, l'altare su cui si immolavano le vittime sacrificali. A suggello dell'ipotesi che qui fu sepolta Lollia, una sacerdotessa di Cerere.Le origini del paese sono dunque avvolte dalla Leggenda, e non c'è un rimando a fonti certe.Si ipotizza la presenza di insediamenti romani, stanziatisi in loco, proprio per la congenialità del terreno alla coltivazione della vite e dell'uva."
89,Medievale,XII,1133.0,"La prima parte del nome ha origine dal culto verso l'arcangelo Michele. Il termine ""Lombardi"" deriva dai longobardi che lo fondarono.","Un primitivo abitato esisteva nell'epoca romana, essendo presente vicino a Aeclanum. Il paese, ricostruito dai Longobardi, acquisì importanza durante il dominio angioino nel XIII secolo, con l'acquisizione di grandi poteri della sua abbazia. Nei secoli successivi il feudo passò ai Gianvilla, ai Caracciolo e agli Imperiale. Particolare prestigio, Sant'Angelo godette nel 1432. Nel 1706 venne costituita la diocesi. Nell'800 il popolo partecipò ai moti risorgimentali, e il centro fu sede di confraternite carbonare."
90,Antica,,,Il nome è ispirato e riflette il culto della Santa patrona del paese: Santa Lucia appunto.,"Il territorio di Santa Lucia di Serino vanta frequentazioni antichissime, preromane, precisamente hirpine. I Romani edificarono in località Acquara, un possente acquedotto, detto appunto ""Acquedotto Romano"", sfruttando le omonime sorgenti. Tale opera di ingegneria idraulica portava le acque di Santa Lucia di Serino sino al porto militare di Miseno, dopo aver tagliato la Valle del fiume Sarno. Originariamente un semplice Casale di Serino, divenne un vero e proprio insediamento urbano, un borgo, solo nel Medioevo, all'incirca verso la metà del XII secolo, quando il feudo, di estensione contenuta, apparteneva a Guglielmo de Tivilla. Diversi feudatari si alternarono successivamente nel possesso del feudo, che già 1561 diventò Comune autonomo. Santa Lucia di Serino diede i natali al medico Giuseppe Moscati, fatto Santo, le cui resti mortali si trovano nel Santuario della Chiesa del Gesù Nuovo a Napoli."
91,Moderna,XIX,1861.0,Prende il nome di santa paolina dopo la ricostruzione del paese a causa di una frana e prende questo nome in onore di una chiesa lì vicino,"La prima notizia storica del Comune di Santa Paolina risale ad un atto notarile del 1083 mediante il quale una tale Emma, moglie di Raone Trincanotte da Eboli, donò al monastero di Cava la chiesa di S. Michele Arcangelo sul Tusciano; l'atto fu sottoscritto da un certo Rao, figlio di Milone Pagano da Santa Paolina."
92,Moderna,XVII,1698.0,"Sull'origine del nome non si hanno notizie certe, ma solo supposizioni","Le origini di Santo Stefano del Sole (ha aggiunto l'appellativo “del Sole” soltanto nel 1861) affondano le loro radici in Castel Serpico, castello feudale lungo l'antica strada che conduceva a Melfi. Serpico verso l'anno 1.000 era un feudo molto ampio. I Serpiceti erano per lo più pastori ed agricoltori."
93,Antica,,,"Comune montano in provincia di Avellino con più di millecento abitanti. Sorge sul Cervaro, in prossimità della confluenza con l'Avella. Il comune è ai confini con la Puglia. Probabilmente deriva dal nome latino di persona Sabinius, a cui si aggiunge il suffisso -anus che indica appartenenza.","La storia di Savignano è strettamente legata a quella del territorio di Ferrara. ... Nel 1193 Savignano risulta sotto il governo di Saralo Guarna, finché quest'ultimo venne giustiziato reo di essersi ribellato a Tancredi d'Altavilla e di aver parteggiato a favore di Enrico VI. Il feudo passò allora a Giacomo Guarna"
94,Contemporanea,XX,1948.0,"L'origine è molto incerta. Secondo un'ipotesi non confermata potrebbe derivare da Campitello, nel senso di piccolo campo.","Centro agricolo dell'Appennino Sannita, è stata frazione fino al 1948, anno in cui ha ottenuto l'autonomia di comune, distaccandosi dal comune di Trevico.La popolazione, assottigliata sempre più dal fenomeno dell'emigrazione, è prevalentemente dedita all'agricoltura."
95,Medievale,,,"Secondo alcuni il nome deriva dal latino siler, -eris, una pianta che cresce nei luoghi ricchi di acqua.","Senerchia, centro attivo della Valle del Sele, distrutto dal sisma del 23 novembre 1980, ha origine antichissime risalenti al IX sec. dell’era volgare. La popolazione picentina, che abitava le ripide roccie costose della valle, insediatesi dopo il conflitto della seconda guerra punica, venne a stabilirsi nell’oppidum romano con il nome di SENA HERCLEA.  Ursetani, coloni romani, longobardi si unirono a quest’ultimi dopo l’invasione di Alarico il quale nell’409 d.C. devastò i villaggi di Serradarce e Sarginara."
96,Antica,,,"Secondo Francesco Scandone, storico dei comuni dell'Irpinia, il nome di Serino ha antichissime origini e deriverebbe dall'osco Storia ""sarino"" che vuol dire ""chiaro"". L'appellativo veniva dato alle sorgenti d'acqua purissima che facevano singolare contrasto con il corso limaccioso del Sabato.","In epoca storica, le origi di Serino vanno ricercate nella misteriosa Sabatia ove abitava un popolo di origine sannitica ""i sabatini"" che, con ogni probabilità, verso la metà del secolo II a.C. trovarono rifugio nella zona ove attualmente sorge il centro urbano."
97,Medievale,XII,1130.0,"Probabilmente ha origine dal nome latino di persona Serenius, a cui si aggiunge il suffisso -anus che indica appartenenza.","La prima notizia certa di un centro abitato chiamato Sirignano risale agli inizi del sec. XII e precisamente al 1130, quando un certo Angelo chiamato Scambatus (forse perché privo di una gamba) donò un terreno al monastero di Montevergine."
98,Antica,,,"Il toponimo ""Solofra"" potrebbe trarre le sue origini dal dialetto Osco (facies Sannitica), in uso presso i coloni Romani che ne abitavano il territorio. La radice etimologica, Salufer (in latino Saluber), starebbe ad indicare la salubrità e l'ospitalità del luogo. Secondo altri studi il termine Solofra sarebbe nato dall'incrocio di due termini latini: Sol (Sole) ed Ofra (Offerta), da cui ""Offerta al Sole"". Con questa teoria si fa dunque riferimento al culto del Sole, che veniva probabilmente praticato dalla popolazione solofrana al tempo dei Romani.","Il passo di Castelluccia è dominato dai resti di una antica fortificazione sannita. L'occupazione romana delle terre irpine è testimoniata dai resti di diverse ville rustiche, ovvero fattorie assegnate in genere ai veterani che svolgevano il duplice incarico di coltivare e difendere le terre. La fortificazione di Castelluccia fu usata anche dai romani. Con la caduta dell'impero romano Solofra visse un periodo di grande sofferenza dovuta ai saccheggi di Totila ed alle conseguenze della guerra greco-gotica. Nel periodo longobardo fece parte del ducato di Benevento e quando questo si spezzò in due fece parte del principato di Salerno. E' in questo periodo che la concia delle pelli assunse un ruolo economico importante per accontentare le richieste di Salerno e Amalfi. Nel periodo Normanno - Svevo la via che passava nel territorio solofrano smise di essere importante e questo impoverì il territorio. Durante il periodo angioino Solofra aumentò la sua prosperità anche grazie all'ottimo governo del feudo fatto da Filippo Filangieri. Nel periodo aragonese si formò a Solofra un forte ceto artigianale e mercantile. Il seicento fu un periodo di crisi per l'Italia. Le vecchie rotte commerciali si spostarono dal Mediterraneo alle Americhe e la peste colpì duramente le popolazioni italiche. Solofra non fece eccezione e visse un periodo di declino. I fermenti culturali e gli sconvolgimenti politici legati alla rivoluzione francese e al risorgimento non lasciarono indifferente Solofra che vide diversi suoi cittadini illustri partecipare alla rivoluzione napoletana del 1799 ed ai moti dell'ottocento"
99,Antica,,,"Deriva dal sorbo, ossia la pianta diffusa nelle regioni mediterranee. Il termine ""Serpico"", invece, deriva dal nome latino di persona Serpicus, oppure da serpeus (serpente), in riferimento alla presenza di un luogo di culto dedicato a Serapide.","Il primo nucleo fu edificato sul Monte Serpico, sul perimetro difensivo della colonia romana di Avellino, e, pare, abbia assunto questo nome da un tempio dedicato alla divinità Serapide. Da un documento del 901 Serpico risulta casale appartenente al centro longobardo di Conza. Al tempo dei Normanni era un dominio dei conti di Avellino. Successivamente risulta come feudo delle famiglie Gesualdo, Galeota e Della Marra. La peste del 1656 ne decimò la popolazione così che sorse, più in basso dell'antico nucleo, Sorbo per opera dei superstiti. Il centro di Serpico quindi andò sempre più spopolandosi a favore di Sorbo. La famiglia Brancaccio detenne poi il feudo di Sorbo Serpico fino all'eversione della feudalità."
100,Antica,VII,,Il nome potrebbe riferirsi o alla posizione geografica del luogo o forse ad un nome di persona.,"Sebbene la prima citazione in un documento risalga solo al 1160, la nascita di Sperone, con molta probabilità, dovrebbe essere retrodatata di tre o quattro secoli, visto che sin dall'VIII-IX secolo l'insediamento urbano andò sviluppandosi attorno all'originaria Cappella dedicata al Profeta e Santo Elia. Di certo, fino alla fine del XVIII secolo Sperone funse da Casale di Avella, di cui seguì le sorti, storico-economiche e culturali, il che d'altronde, non sorprende data l'assoluta contiguità, anzi la quasi sovrapposizione dei due paesi. Fu feudo degli Sforza-Cabrena-Bovadilla, dei Conti di Celano. Sperone, al pari di tanti altri Comuni dell'Irpinia, patì particolarmente la pestilenza del 1656, da cui si salvò, stando alla tradizione popolare, grazie alle suppliche popolari rivolte al Profeta e Santo Elia, divenuto Patrono del paese ed a cui è dedicata una festa ogni anno ed una Chiesa. Il vincolo amministrativo con Avella venne definitivamente rescisso nel 1836, quando Sperone fu elevato a Comune autonomo."
101,Contemporanea,XIX,1809.0,,"Quando ancora era un insieme di semplici agglomerati di case che facevano parte della vicina Frigento, Sturno era chiamata ""Quasale"" (poiché era formato da una serie di casali appartenenti alle famiglie più abbienti). Successivamente, i piccoli agglomerati si svilupparono in un vero e proprio paese; il commessionato Lucio Pascale, inviato da Gioacchino Murat in quell'epoca cercò di capire gli intenti di questa separazione: una volta comprese le motivazioni, comunicò il tutto a Gioacchino Murat che confermò l'indipendenza di Sturno: il 9 aprile 1809 viene considerata la data della fondazione del paese per le precedenti ragioni: ovviamente i frigentini non furono d'accordo. Passarono ben due anni per delimitare i confini tra i due paesi ed il motivo era semplice: a Sturno sarebbero toccati i terreni migliori, quelli fertili e più in pianura; la prima delibera sturnese venne approvata nel 1810. Il paese però aveva richiesto l'autonomia già dalla fine del Seicento."
102,Medievale,XI,1094.0,Il nome potrebbe riferirsi o alla posizione geografica del luogo o forse ad un nome di persona,Il suo territorio fu sede di un avamposto sannita sulla via di comunicazione tra la valle del Sabato e quella dell’Irno e di un insediamento della colonia romana di Abellinum.
103,Contemporanea,XX,1998.0,Il toponimo del paese deriva nel gentilizio Taurius o nel conogme Taurus.,"Taurano è un antico oppidum sannita, distrutto da Silla nel corso della guerra sociale. Nel territorio di Taurano, a monte dell'attuale abitato sono stati rinvenuti reperti dell'età del bronzo. In epoca romana diviene luogo di villeggiatura, di questo periodo sono due ville venute alla luce solo parzialmente, una in località Torre e l'altra in San Giovanni del Palco. Il territorio montano, a nord dell'abitato, durante le incursioni barbariche è stato rifugio per le popolazioni dell'intera vallata, nell'ultimo anno sono state rinvenute, durante gli scavi per la costruzione di un metanodotto, proprio in montagna, due ville rurali di epoca tardo-romana. Nel medioevo è parte del feudo di Lauro. Taurano, così come l'intera Valle di Lauro, è aggregato alla provincia di Terra del Lavoro nell'ambito della divisione amministrativa operata dal Murat. Nel secolo scorso ha offerto ospitalità a cospiratori anti-borbonici, frate Angelo Peluso, ed a briganti, fra Diavolo. Durante i moti del 1820-21, gli ufficiali Morelli e Silvati, nel raggiungere il generale Guglielmo Pepe, attraversarono il territorio montano di Taurano. A partire dal periodo post-unitario Taurano, divenuto comune autonomo salvo una breve interruzione, è parte della provincia di Avellino."
104,Moderna,XIX,1809.0,"Il Taurasi è un vino che trova le sue origini nell'età preromana: il vitigno principale da cui si produce questo vino, l'Aglianico, era un tempo detto ""hellenico"" a sottolineare l'origine greca. Da queste origini deriva anche il cognome ""Taurasi"" legato alla storia e alla nobiltà del borgo.",Con le invasioni le sue balze pedemontane accolsero due arroccamenti altomedioevali protetti dalla Pieve di S. Angelo e S. Maria che fu un importante e forte punto di coagulo nella formazione della identità popolare. Essa permise il gravitare delle attività solofrane verso Salerno da cui dipendeva e di cui il territorio fu tributario.
105,Moderna,XVIII,1806.0,Il nome Teora si avvicina a Tugurium Biarium,"Il borgo di Teora ebbe origine come centro agricolo, pastorale e militare. In epoca romana vi morì il tribuno della plebe Milone durante la guerra civile tra Cesare e Pompeo. In un privilegio del 1200, concesso dal papa Innocenzo III a Pantaleone, arcivescovo di Conza, è riferita una località che nel nome sembra avvicinarsi a Teora, ovvero Tugurium Biarium. In realtà, tale paese, che nel 1464 risultava già disabitato (Teora era invece esistente), indica l'attuale zona rurale di Boiara, una località sita nell'attuale comune di Caposele dove ancora oggi si vedono, accanto alla chiesa di San Vito, i ruderi del castello. Durante il feudalesimo, esattamente nel 1322, era signore di Teora un tal Filippo; in seguito (1376) il suo feudo venne comprato dal conte Giacomo Arcuccio e successivamente passò ai Gesualdo. Dal 1676 Teora appartenne ai principi Mirelli sino all'abolizione della feudalità (1806)."
106,Medievale,IX,848.0,"Secondo alcuni il nome deriva dal latino torellam, così come è menzionata nei documenti medioevali. Altri credono, invece che il nome derivi da Toro, animale rappresentato anche nello stemma municipale.","La sua origine si fa risalire al periodo in cui il re longobardo Ludovico II risolse la disputa per il Ducato di Benevento 848 d.C., fissando il confine tra il suddetto Ducato e quello di Salerno sul fiume Fredane, attorno al quale nacquero dei forti o rocche, da un lato Sant'Angelo del Pesco (nel territorio di Frigento) e Rocca San Felice, e dall'altro Monticchio dei Lombardi, Sant'Angelo dei Lombardi, Torella dei Lombardi e Guardia dei Lombardi.La prima citazione del borgo medioevale risale all'850 come ""Turrella"" (piccola torre).Il castello, e quindi Torella, appartenne alla famiglia Saraceno fino al 1529, quando passò ad Alfonso della Rosa che nel 1550-60 vendette Torella e Girifalco a Domizio dei Caracciolo, i quali nel 1639, vennero insigniti del titolo di principi di Torella che tennero fino all'Unità d'Italia quando, nel 1889, Umberto I concesse il titolo di marchese di Candriano (dopo principe) a Giuseppe Caracciolo. Alla sua morte il tutto fu ereditato dal nipote Camillo Ruspoli. Quest'ultimo morì nel 1940 e nel 1959 la vedova, Marie Marguerite Blanc, donò la struttura al Comune che ora la usa come sede comunale e museo.Fino al 1862 Torella dei Lombardi si chiamava solo Torella, mentre ""dei Lombardi"" fu aggiunto solo dopo l'unità d'Italia, al fine di evitare casi di omonimia e a memoria del fatto che la fondazione del borgo avvenne tra il X e l'XI secolo, sotto il dominio longobardo."
