commune_id,epoca_di_fondazione,secolo_di_fondazione,anno_di_fondazione,etimologia_del_nome,storia
91,Medievale,XI,1083.0,"Fa parte del Parco del Cilento e Vallo di Diano. Il nome ha una provenienza difficile da interpretare. Potrebbe derivare dal latino medioevale pes de flumine, ossia ""piede di fiume"", che sarebbe riferito alla ricostruzione del paese più a valle.","Il primo nucleo del centro abitato di Perdifumo nacque nel corso dell'XI secolo con l'assorbimento degli abitanti del vicino villaggio di Sant'Arcangelo. Prime notizie su Perdifumo si hanno nel 1083, quando la popolazione, dapprima aggruppatasi sotto l'ala protettrice del monastero di Sant'Arcangelo, per le migliorate condizioni economiche e sociali aveva ritenuto di potersi trasferire nell'abitato sorto via via in una località più adatta all'agricoltura. La sua ubicazione nei pressi di un torrente, ha favorito in epoca medievale il nome di ""pes-de-flumine”, donde il dialettale ""per(e)-de-fiume"". Che il villaggio più antico di Sant'Arcangelo fosse sorto intorno al cenobio italo-greco ne è notizia, oltre che nella tradizione, dai nomi degli abitanti longobardi e bizantini e dai toponimi, come si evince dall'evoluzione semantica.Nel 1073 Sant'Arcangelo con i suoi possedimenti passò alle dipendenze della Badia di Cava e nel 1077, l'anno in cui i Normanni conquistarono il Principato di Salerno, il centro di Perdifumo doveva già essere costituito, giacché da una verifica effettuata sei anni dopo, nel 1083, per accertare il numero dei vassalli dipendenti dai singoli monasteri cilentani, risultarono di pertinenza di Sant'Arcangelo una cinquantina di nuclei familiari che senz'altro dovevano risiedere in quel tempo a Perdifumo. Nello stesso periodo Perdifumo, come tutti i possedimenti di Sant'Arcangelo, fu compreso nel territorio concesso alla famiglia Sanseverino.In seguito agli avvenimenti della guerra del Vespro (1282-1302) Perdifumo fu completamente distrutto. Ricostruito, rimase ancora in possesso della stessa Badia fino al 1412, quando tutti i suoi feudi cilentani per volontà del papa Gregorio XII passarono in mano al re Ladislao di Durazzo.Nel 1436 Perdifumo fu concesso da Alfonso d'Aragona ai Sanseverino in assoluto dominio, conservandovi la Badia la sola giurisdizione spirituale.Nel 1500, trovandosi i Sanseverino privati di tutti i loro feudi a seguito della Congiura dei Baroni (1485-87), il re Federico d'Aragona concesse Perdifumo in feudo al cavaliere Giacomo Guindacio, nobile napoletano, che ne conservò poi il dominio come suffeudatario dei Sanseverino quando questi recuperarono nuovamente i loro feudi nel 1507. Di ciò sono testimonianza, sulla monumentale fontana del paese (costruita nel 1500), le due epigrafi che ricordano i due tempi dell'acquisto del dominio di Perdifumo da parte del Guindacio.Una figlia del Guindacio, Porzia, portò in dote il feudo ai Caracciolo (1520), dai quali passò a Violante Brancaccio (1561) e poi a Paolo del Baglivo (1568). Ritornò subito dopo alla stessa Brancaccio, che lo rivendé a Federico Capece Tomacelli (1593), dal quale passò a Lucrezia Sersale (1609), che per matrimonio riportò il feudo ai Caracciolo (1609). Costoro, ottenuto su Perdifumo il titolo di Duchi, lo rivendettero ai Filomarino (1624)[3], che prima del 1636 lo trasmisero nella loro famiglia al ramo dei Principi di Roccadaspide, che lo mantennero fino all'abolizione della feudalità nel 1806 da parte dei francesi.Dal 1811 al 1860 ha fatto parte del circondario di Castellabate, appartenente al Distretto di Vallo del Regno delle Due Sicilie.Dal 1860 al 1927, durante il Regno d'Italia ha fatto parte del mandamento di Castellabate, appartenente al Circondario di Vallo della Lucania."
92,Medievale,XII,1137.0,,"Sebbene non si conosca la data esatta di fondazione del paese, Emilio Gatto, nella sua Storia di Perito[4], ipotizzò che i primi abitanti del luogo si fossero spostati dalla vicina Elea quando questa tramontò nel medioevo. Essi probabilmente cercarono rifugio dai barbari sulle colline vicine, la cui posizione era strategica per la difesa. Da alcune notizie riportate dallo storico cilentano Pietro Ebner, riferite da alcuni documenti del Codex diplomaticus Cavensis, si può dedurre l'esistenza di Perito già in un periodo compreso tra il X secolo e il 1137.La tradizione afferma che prima dell’attuale borgo di Perito sia esistito “Perito sottano” (Perito di sotto), un piccolo borgo abitato, poi distrutto dal generale Formica, in cui oggi si trova la chiesa di santa Caterina. Gatto ipotizza che questo borgo, ammessa la sua esistenza, possa essere stato distrutto o dai Saraceni, o dagli Almogaveri catalani durante la Guerra dei Vespri, cioè in un periodo collocabile, rispettivamente, nei secoli XI o XIV. Il gran numero di soldati che risaliva la collina doveva dare l’impressione, agli abitanti del borgo, di un brulicare di formiche; da qui deriverebbe il nome del leggendario condottiero che distrusse Perito sottano.Il borgo rivestì importanza per tutto il Medioevo come cittadella fortificata a controllo delle valli sottostanti. La chiesa di San Nicola (XVI secolo) vanta un monumentale campanile edificato dal recupero di un'antica torre di epoca angioina.[5]Il casale di Perito fece parte prima della Baronia di Novi e poi della Baronia di Gioi, passando nei secoli nelle mani di diversi padroni, che non erano né nativi del luogo né vi abitavano. Nel 1806, con Giuseppe Bonaparte nuovo re del regno di Napoli, quando il regime feudale fu abolito dalla legge di eversione, insieme con il casale di Ostigliano, Perito divenne frazione del comune di Orria, perdendo la propria autonomia come università.Diversi abitanti di Perito presero parte ai moti del Cilento del 1828 e qui furono arrestati i fratelli Capozzoli. Perito acquistò lo status di comune autonomo solo il 1º marzo 1850 e Ostigliano ne divenne frazione.Nel 1860, in pieno Risorgimento, una novantina di peritesi si unì all'esercito di Garibaldi quando questo sbarcò a Sapri. Dal 1860 al 1927, durante il regno d'Italia, ha fatto parte del mandamento di Gioi, appartenente al circondario di Vallo della Lucania."
93,,,,"Il nome di Pertosa deriva dalla sua Grotta, e precisamente dal latino pertusus, bucato.","Il nome di Pertosa deriva dalla sua Grotta, e precisamente dal latino pertusus, bucato. I primi abitanti di Pertosa vivevano nella grotta e con il passare dei secoli iniziarono a trasferirsi al di fuori. A causa delle invasioni saracene verso la fine del IX secolo alcuni abitanti della vecchia Pertosa si rifugiarono sulla cima della collina di fronte alla grotta in località ""Calitria""; tale luogo era ben riparato e permetteva di controllare le vie d'accesso. Verso la metà dell'XI secolo qualche monaco benedettino si stabilì a Pertosa: i benedettini bonificarono la zona e diffusero su vasta scala la coltivazione degli olivi. In questo periodo i benedettini si arricchirono notevolmente tramite molte donazioni: nel 1092 gli venne donato il Casale di Pertosa, nel 1137 un mulino, nel 1180 e nel 1183 la grotta.Intorno al 1500 la popolazione aumentò e grazie alle sue favorevoli condizioni climatiche alcuni contadini di Caggiano tornarono a dimorare a Pertosa aggiungendosi a quei pochi abitanti e nel 1570 tornarono anche i benedettini che ricostruirono il monastero; a quel tempo Pertosa era un importante casale di Caggiano. Anche a Pertosa s'innalzò l'Albero della libertà nel 1799 e vennero eletti il municipe e il consiglio dei 6, ma questa esperienza fallirà: in seguito gli irregolari di Gerardo Curcio di Polla con gli abitanti di Pertosa pestarono il municipe. Nel 1829 Pertosa rivendica l'emancipazione da Caggiano che gli viene accordata con un decreto Reale il 20 marzo 1829.A partire dal 1º gennaio 1830 Pertosa iniziò ad operare con un'amministrazione autonoma. Il primo sindaco di Pertosa fu Biase Jasimone. Nel 1838 Pertosa richiese di avere un mercato per il giovedì. Sul finir del 1800 il dottor Paolo Carucci iniziò a esplorare la grotta rinvenendo molti reperti classificati nel suo libro ""La Grotta preistorica di Pertosa"". Grazie alle sue grotte, Pertosa è divenuta un importante centro turistico.Dal 1811 al 1860 ha fatto parte del circondario di Caggiano, appartenente al distretto di Sala del regno delle Due Sicilie.Dal 1860 al 1927, durante il regno d'Italia ha fatto parte del mandamento di Caggiano, appartenente al circondario di Sala Consilina.Nella seconda guerra mondiale la popolazione trovò rifugiò nelle grotte di Pertosa e si salvò dai numerosi bombardamenti."
94,,,,"Dal latino ""zona con abeti""","Le fasi più antiche risalgono al periodo villanoviano, precisamente tra il IX e l'VIII secolo a.C. Si tratta di piccoli nuclei rinvenuti nei pressi di Costa Castello, di Ripa Alata e Ripa Longa e in località Massa. In quest'ultima zona, in seguito alla realizzazione della Via ab Regio ad Capuam, nota anche come Via Popilia o Via Annia o Via Popilia Lenate, costruita nel 132 a.C., risalgono diverse ville romane e una necropoli.Dall'VIII secolo d.C. giunsero diversi monaci greco-bizantini, noti come monaci basiliani, i quali iniziarono a vivere all'interno di grotte realizzando successivamente il complesso rupestre dello Spirito Santo, la fonte battesimale all'interno della grotta del Lauro e la prima fase dell'attuale Eremo di Sant'Onofrio. Poco alla volta, intorno a questi monaci, si stabilirono nuclei familiari dando origine prima al Borgo Massa all'attuale centro abitato di Petina.Intorno all'XI secolo d.C., per opera dei principi longobardi di Salerno, fu costruito un modesto fortilizio, situato oggi in via Castello. Sono ancora evidenti parte delle sue mura.Dal 1811 al 1860 ha fatto parte del circondario di Postiglione, appartenente al distretto di Campagna del regno delle Due Sicilie.Dal 1860 al 1927, durante il regno d'Italia ha fatto parte del mandamento di Postiglione, appartenente al circondario di Campagna."
95,,,,"Deriva dal termine dialettale piaggia o playa, ossia lido che scende sul mare","Il borgo, denominato Piaggine Soprane, dal 1811 al 1860 ha fatto parte del circondario di Laurino, appartenente al distretto di Vallo del Regno delle Due Sicilie."
96,Romana,VII,650.0,"""Pixous"", deriva dal bosso (buxus semprevivens),arbusto sempreverde delle buxacee, simbolo della giovinezza del coraggio, della forza, della perennità del pensiero e dell'opera","L'anno 1464 segna per il paese uno sviluppo notevole allorquando gli abitanti superstiti di Molpa, in seguito alla distruzione del loro villaggio si rifugiarono a Pisciotta."
97,,,,"Deriva dalla parola ""peth"" che significa casa o città, ed ""helion"" che significa luce o sole, quindi città del sole",Polla fu l'epicentro del disastroso terremoto del Vallo di Diano del 1561.
98,,,,"Deriva dal greco ""pollai oikiai"", ossia ""molte case""",Dal 1811 al 1860 è stato capoluogo dell'omonimo circondario appartenente al Distretto di Vallo del Regno delle Due Sicilie.
99,Romana,,,,In fase preistorica il sito fu abitato dalle popolazioni della cultura del Gaudo tipiche della Campania dell'età del rame.
100,,,,,Dal 1806 al 1860 è stato capoluogo dell'omonimo circondario appartenente al Distretto di Salerno del Regno delle Due Sicilie.
101,,,,,Il feudo di Postiglione faceva parte del potente ducato longobardo di Salerno.
102,,,,"L'etimologia del nome Praiano è di origine latina, Pelagianum, (mare aperto), e il rinvenimento di ville romane lungo la costa (Positano, Minori), testimoniano la presenza degli antichi romani anche in epoca posteriore all'eruzione del 79 D.C. che seppellì Pompei, Ercolano e le altre città del Golfo di Napoli.","Era composto da due centri abitati praiano, e vettica , che guarda a ponente la nascita di un nucleo abitativo a praiano sembra essere antecedente alla repubblica amalfitana"
103,Medievale,XI,1070.0,informazione assente,"Prignano Cilento, il paese dei fichi bianchi. Di Prignano, nome forse derivante dal latino Prinius o, come vuole la tradizione, allusivo alle piante di pero qui coltivante in abbondanza, si ha notizia dal 1070, come feudo compreso tra quelli restituiti alla famiglia Sanseverino nel 1276"
104,Medievale,V,,"Rebellum, ossia ribelle",Ravello fu fondata nel V secolo come rifugio dalle scorrerie dei barbari che segnarono la caduta dell'impero romano d'occidente
105,,,,"Ricilius, che dovette appartenere alla gens romana che ebbe il possesso di un fundus posto allora in agro del municipium di Volcei, estensione dell'attuale Ricigliano","Fu edificato dai greci, i quali dalla città di Tegua (Tegea) nel Peloponneso vennero in epoca remotissima a popolare la Lucania, di cui Ricigliano fece sempre parte. In tempi storici Ricigliano fu un vicus della vicina Volcei (oggi Buccino). Sotto i Romani era una città piuttosto importante a giudicare dal fatto che essa fu eretta a colonia latina. Tra i reperti di questo periodo è da segnalare, in località Santa Maria, la presenza di resti di una villa rustica romana."
106,,,,"rocca de aspio, che nel medioevo indicava un palo da vigneto","In particolare in località Tempalta, luogo caratterizzato da basse collinette a ridosso della vicina piana del Sele, sono state portate alla luce le tracce di insediamenti abitativi e di una necropoli i cui materiali vengono datati a partire dalla seconda metà del VII secolo a.C. e fino a tutto il IV secolo a.C. Tali elementi documentano la presenza di indigeni nel territorio, probabilmente di stirpe etrusca, insediati nella zona prima della fondazione della vicina città greca di Paestum (i cui ruderi sono oggi ricompresi nel territorio del comune di Capaccio) avvenuta invece successivamente tra la fine del VII ed i primi decenni del VI secolo a.C."
107,Medievale,,,dal latino: rocca e gloriosa. Sta ad indicare la posizione strategica del paese,"Sulla collina denominata ""Le Chiaie"" sono stati ritrovati reperti databili all'età del Bronzo (II millennio a.C.). Testimonianze più importanti risalgono all'età del ferro (VIII-VI secolo a.C.), in cui nella zona si sviluppò un insediamento stagionale. A partire dal V secolo a.C. si sviluppò un abitato, formato da case a pianta rettangolare allungata, posate su uno zoccolo di pietra. Dal IV al III secolo a.C. si costituisce un perimetro difensivo dell'abitato, cioè una cinta muraria costruita con blocchi di calcare, che lascia all'esterno la necropoli. All'interno della cittadina così fortificata le abitazioni si dispongono in isolati rettangolari"
108,Medievale,XI,1042.0,,"In particolare in località Tempalta, luogo caratterizzato da basse collinette a ridosso della vicina piana del Sele, sono state portate alla luce le tracce di insediamenti abitativi e di una necropoli i cui materiali vengono datati a partire dalla seconda metà del VII secolo a.C. e fino a tutto il IV secolo a.C. Tali elementi documentano la presenza di indigeni nel territorio, probabilmente di stirpe etrusca, insediati nella zona prima della fondazione della vicina città greca di Paestum (i cui ruderi sono oggi ricompresi nel territorio del comune di Capaccio) avvenuta invece successivamente tra la fine del VII ed i primi decenni del VI secolo a.C."
109,Medievale,XI,,"come detto in alcune scritture, dalle roveri di cui abbonda.","Le sue origini risalgono fra il III e il IV secolo e vengono attribuite a dei nobili crociati, allora abitanti nelle prossimità della montagna di Piaggine in un luogo che chiamarono Ruffium (da qui l'antica denominazione di ""Ruranu""). A seguito di epidemie (non accertate) e di brigantaggio, l'abitato si spostò avvicinandosi all'attuale ubicazione e cambiando il suo nome in Ruffio, per poi arrivare a Rufra e infine Rofrano (parola riferita alla terra che frana sotto i nemici). Nel Medioevo il feudo di Rofrano veniva concesso da Roberto il Guiscardo ad uno dei suoi cavalieri. Il relativo Castello, ampliato su un maniero preesistente di origine Longobardo-Bizantina, è tuttora visibile. il portone di accesso, fino all'inizio degli anni ottanta, era sormontato da un fabbricato costituito da muratura con travi di legno intrecciate e riempimento in pietrame, di chiara origine Nord-europea. nelle campagne è possibile ancora imbattersi in vecchi edifici in muratura con balconate in legno, frequenti nelle aree germaniche e Nord-Europee."
110,Medievale,XII,1167.0,"dal nome della famiglia a cui apparteneva, i romanus","Il centro storico si presenta arroccato su un crinale a picco sulle gole del fiume Platano che in quel tratto segna il confine tra la Campania e la Basilicata. In epoca romana il suo territorio ricadeva sotto la giurisdizione dell'antica Volcei, cioè dell'attuale Buccino. Di tale periodo non restano che le affioranti tracce di un pavimento in opus signinum nei pressi di una villa in località San Pietro, e altri resti sparsi."
111,,,,"""russignuolo"" vale a dire usignolo","I primi insediamenti abitativi, che costituirono uno dei primi nuclei abitati di Roscigno Vecchia, si formarono verso la fine dell'anno mille intorno ad un monastero di Benedettini che fu costruito ad un miglio a sud dalla località chiamata ""Piano"". La formazione dei primi insediamenti abitativi si ebbe per esigenze logistiche da parte dei pastori, porcari e bovari di Corleto Monforte, che stanchi di percorrere tutti i giorni la distanza (circa 4 km) tra l'attuale centro abitato di Roscigno Vecchia e l'antico centro medievale di Corleto Monforte decisero di costruire degli insediamenti abitativi vicini al monastero dei Benedettini e la chiesa di Santa Venere."
112,Medievale,X,954.0,Rutinus,"In epoca longobarda, un nucleo più consistente di abitanti venne a insediarsi laddove oggi sorge il centro storico del vecchio insediamento, distrutto dal sisma del 23 novembre 1980. Sul volgere del primo millennio fu costruito in quel posto un castello e, poco distante, verso est, la prima chiesa parrocchiale intitolata alla Madonna del Parto e poi all'Assunta. I ruderi di questi due monumenti sono ancora visibili. Agli inizi della seconda metà del XVII sec., la parrocchia fu trasferita nella nuova chiesa dedicata alla Madonna del Rosario e ricostruita dalle fondamenta nella seconda metà del secolo successivo. Abbandonata in seguito al sisma del 23 novembre 1980, fu di nuovo riedificata ab imis fundamentis sotto lo stesso titolo nel nuovo insediamento in località Ariola."
113,,VI,600.0,Saccus,"Fece parte del mandamento di Laurito, appartenente al Circondario di Vallo della Lucania."
114,,,,Sala Consilinum,0
115,Medievale,IV,,Salende,"Dal 1860 al 1927, durante il regno d'Italia ha fatto parte del mandamento di Buccino, appartenente al circondario di Campagna."
116,Medievale,VI,,Salernum,0
117,,,,Salve Tellus,"Dal 1860 al 1927, durante il regno d'Italia ha fatto parte del mandamento di Buccino, appartenente al circondario di Campagna."
118,,,,Tascio Cecilio Cipriano,San Cipriano deve le sue origini alla distruzione di Picentia. I vari centri che si crearono divennero distretti amministrativi prima di divenire contee e baronie.
119,Medievale,X,990.0,"Il nome è ispirato e riflette il culto del Santo, a cui fu dedicato un monastero benedettino in loco, del quale oggi restano alcuni ruderi. La seconda parte del nome, ossia ""a piro"" è legata probabilmente alla presenza di numerosi alberi di pero in zona.","Ha fatto parte del circondario di Camerota, appartenente al Distretto di Vallo del Regno delle Due Sicilie."
120,,,,Il nome è legato alla forte devozione verso il Santo patrono: San Gregorio Magno. La tradizione racconta che il nome si riferisce al pontefice Gregorio I e che sia stato scelto dagli abitanti in segno di riconoscenza verso i monaci benedettini che vivevano in un convento a lui dedicato.,"L'abitato di San Gregorio Magno si adagiava, fino a qualche tempo fa, sulle sponde di un lago pleistocenico completamente prosciugato sul volgere del XIX secolo. Già fiorente pagus in epoca romana, dopo lo spopolamento dovuto alle invasioni barbariche, fu una grancia benedettina, intorno alla cui chiesa, dedicata all'omonimo santo, venne a formarsi un casale, che divenne autonomo nel corso del XIV secolo, quando fu infeudato alla famiglia Lagni. Il feudo passò successivamente ai Caracciolo, e infine ai Falletti."
121,Romana,I,88.0,"L'attuale dizione di San Mango Piemonte gli deriva dal primitivo retto duplice nome di Terra Sancti Magni et Pedemontis, dal nome del suo Santo Patrono e dall'antichissimo Casale sorto ai piedi del Monte Tubenna",Deve la sua fondazione a profughi della città di Picentia (odierna Pontecagnano) che furono costretti ad abbandonare la città distrutta ed a rifugiarsi sui monti vicini dando così origine ai paesi della odierna valle del picentino 88
122,Romana,,,,"Le sue origini sono antiche e tra le date tristemente famose è da ricordare il 215 a.C. quando la cittadina fu distrutta da Annibale. I sammarzanesi non si abbatterono e, sfruttando l'ottima posizione geografica, la cittadina divenne approdo di numerosi scafi, aumentando gli scambi commerciali."
123,Medievale,XI,1092.0,,"Il territorio del Comune di San Mauro Cilento presenta caratteristiche diverse man mano che dalla costa si risale verso le colline: ciò non solo a causa della non omogeneità orografica ma anche per un millenario modello di sviluppo agricolo-colturale introdotto dai benedettini.I vari nuclei abitati sono arroccati sul fianco o sul dorsale di una collina e presentano elementi comuni: le abitazioni addossate l’una all’altra e contornate da orti, i muri in pietra calcarea a faccia vista, i tetti costruiti con coppi di terracotta, qua e là una torre o il campanile di una chiesa, i palazzi gentilizi con cortile, pozzo, forno e cantina.Sulla collina della Sala sorge una cappella rurale detta anche di Fiumicello, centro abitato del XII secolo"
124,Medievale,XII,1101.0,Il nome è legato alla forte devozione verso il santo patrono. La bruca prende il nome di un bosco presente nelle zone limitrofe,"San Mauro La Bruca ha un’origine molto antica: diversi sono i rinvenimenti archeologici risalenti già all'Età del Ferro. Dal XIII secolo e fino agli inizi del '700, poi, il paese divenne commenda del Sovrano Militare dell’Ordine di Malta.Sia San Mauro La Bruca sia la frazione di San Nazario, sono stati sede di conventi e monasteri. I benedettini, oltre alla conduzione dei terreni che circondavano i monasteri, influenzarono la nascita di altre attività economiche di cui si trovano diverse testimonianze: il sistema di mulini disposto lungo il corso del fiume Brulara, utilizzato per la lavorazione del grano; numerosi frantoi per la lavorazione delle olive; i resti di un’antica conceria delle pelli, utilizzata per la produzione di pergamene."
125,Moderna,XIX,1863.0,Dal 1863 il comune di san pietro fu dominato al Tanagro per via del fiume tanagro che attraversa il vallo di diano,"Il paese fu fondato come centro rurale al bordo della pianura, diviso in due gruppi di case: San Pietro e la Torre. Paolo Eterni (Storico Valdianese del XVII secolo), fa risalire la fondazione della “Torre” e di San Pietro ai Conti di Cajano, della famiglia normanna degli Altavilla, nel XII secolo. Dal XIII secolo l'insediamento risulterà già fra i Casali dello Stato di Diano anche se solo dal XV secolo esso figurerà nei Registri Angioini ai fini dell'esazione fiscale."
126,Medievale,XIII,1201.0,"Il nome è ispirato al culto di san rufo, terzo vescovo di capua","Le notizie sulle origini San Rufo non sono certe e, buona parte degli storici, le fa risalire al XIII secolo ad opera di Gubello Pellegrino che lo edificò in onore di S. Rufo, III vescovo di Capua. Il paese fu casale di Diano, e divenne feudo dei Pellegrino fino al '600, per poi passare alle famiglie Rinaldo e Laviano."
127,Medievale,IX,868.0,"Il nome del paese è dedicato al santo patrono, Torio invece deriva da un antico nome del territorio","Il territorio di San Valentino ebbe diversi feudatari, a partire dal primo attestato nel 1269, Bertrando del Balzo, che i Registri angioini citano come possessore dei casali di San Valentino e di Casatori. Il territorio fu in possesso di diverse famiglie fino a giungere nel 1459 ai Capece Minutolo (famiglia napoletana), che lo mantennero fino all'abolizione dei diritti feudali nel XIX secolo. Il villaggio Balentino fu università autonoma alla metà del XVI secolo[5], cambiando la denominazione in Castello di Valentino."
128,,,,"Il nome Sant'Angelo a Fasanella trae origine dall'unione di Fasanella, antica città distrutta da Federico II di Svevia, con il casale di Sant'Angelo: il suo stemma, infatti, presenta in primo piano l'immagine di un fagiano, rappresentante il casale omonimo.","L'antico centro urbano sorgeva in località San Manfredi a circa 3 km dall'attuale cittadina: di esso sono rimasti i ruderi di un antico castello e quelli della chiesa di San Pietro. Nel 1246 la cittadina fu rasa al suolo da Federico II con atto di superiorità per punire Pandolfo di Fasanella, al quale furono poi restituiti tutti i suoi possedimenti grazie all'alleanza con Carlo I d'Angiò. Di stampo e origini medioevali, Sant'Angelo a Fasanella fu feudo dei San Severino e dei Capece-Galeota; quindi appartenne ai Giovine e alla potente famiglia dei Caracciolo. Nell'Ottocento, precorrendo l'Unità d'Italia del 1860, fu proprio Sant'Angelo a Fasanella a innescare nel salernitano la scintilla della rivolta per l'indipendenza."
129,,,,"Il nome è ispirato al culto di Sant'Arsenio, che fu un eremita che visse a lungo in Asia Minore","La fondazione di Sant'Arsenio è incerta, ma tradizione vuole sia da attribuire a un'emigrazione teggianese, e ciò è ben possibile considerando che fra VIII e IX secolo d.C. il Vallo di Diano e quindi anche Teggiano furono soggetti alle incursioni saracene, conseguenza delle quali la nascita o l'ingrandimento di centri abitati, come Sala Consilina, che a quel tempo era solo un piccolo villaggio e che si sviluppò per via di emigrazioni dai vicini centri di Marcellianum e Cosilinum funestati dai Saraceni."
130,Romana,II,101.0,"Il nome del paese è dedicato a Sant'Egidio che secondo la tradizione fondò un monastero benedettino ad Atene e poi i monaci benedettini fondarono in suo onore in questo comune un monastero. La specifica ""del Monte Albino"" si riferisce al monte limitrofo.","La più antica traccia di insediamento sul territorio del comune riguarda una villa rustica del II secolo a.C., successivamente inglobata nella cripta dell'abbazia di Santa Maria Maddalena. Sempre ad epoca romana appartengono un blocco marmoreo con raffigurazioni del dio Sarno, utilizzato nella ""fontana di San Nicola"" o ""fonte Helvius"". Il dio compare nelle due versioni iconografiche conosciute (come giovane e come uomo maturo) sui diversi lati del blocco, riferibili al fiume alla sorgente e alla foce."
131,Romana,V,401.0,"Molto probabilmente il nome del paese deriva proprio dalla devozione che gli abitanti portavano, verso questi Santi e scelsero S. Marina","L'attuale frazione di Policastro era sorta presso la foce del fiume Bussento come colonia greca di Rhegion (Reggio Calabria) come base strategica per i commerci della città dello Stretto con il Golfo di Taranto collegato attraverso il fiume Siris nel 471 a.C. con il nome di Pyxous (Pixunte), dotata di una cinta muraria. Divenne poi romana nel II secolo a.C. con il nome di Buxentum. Fu dagli inizi del VI secolo sede vescovile. Nel VII secolo fu sede di un castello bizantino e prese il nome di Policastro."
132,Medievale,IX,860.0,"Il toponimo deriverebbe, secondo una tradizione locale, dal nome Menna, l'eremita che nel VI secolo avrebbe fondato un cenobio.","Le origini si fanno risalire all'860 d.C. come feudo ecclesiastico. Santomenna vide sorgere ben presto tra le sue casupole l'imponente palazzo vescovile, man mano migliorato ed ampliato nei secoli successivi. Attorno ad esso trovarono sicuro rifugio gli scampati alle incursioni barbariche."
133,Romana,I,,,"Sanza, ancor prima della presenza lucana e romana, ha da sempre assunto un'importanza strategica e commerciale come passaggio obbligato lungo l'antica via carovaniera “del sale” che collegava la costa con la parte meridionale del Vallo di Diano."
134,Moderna,XIX,1801.0,Un'ipotesi collega il toponimo alla città greca di SYBARIS.,"La città di Sapri ha origini molto antiche e viene considerata il cuore del Golfo di Policastro, un tempo chiamato ""Sinus Vibonensis"" (dalla Naturalis Historia di Plinio il Vecchio) oppure ”Sinus Laus” (da Laos, polis della Magna Grecia situata, però, a Santa Maria al Cedro, oltre il Golfo di Policastro). In età romana la baia e il suo entroterra furono tenute in grande considerazione; visitata da Cicerone che la definì “parva gemma maris inferi” (piccola gemma del mare del Sud)."
135,Medievale,VIII,701.0,"Deriva da sar-nus, ossia fiume e quindi fa riferimento appunto al fiume Sarno, questa ipotesi si collega a quella che vuole che il nome derivi dall'etimo (la forma più antica di una parola) ser, ossia ""scorrere"".","La città di Sarno nasce da un castello longobardo costruito dal duca di Benevento nell'VIII secolo, ed è prima gastaldato, poi contea e infine ducato. Il territorio comunale presenta tuttavia tracce di insediamenti dal neolitico all'epoca romana, abbandonati probabilmente in seguito alla disastrosa eruzione del Vesuvio che aveva distrutto Pompei nel 79 d.C."
136,Medievale,X,901.0,Il comune ha origine gentilizia ovvero deriva da un nome di famiglia,"Sassano fa parte dei quattordici comuni della comunità montana vallo di diano il territorio è parte integrante del parco del cervato e del Cilento,il suo nucleo abitativo è di antica data parliamo del dopoguerra. già prima dell'anno mille il territorio era abitato."
137,Medievale,XIII,1284.0,"Il nome deriva dall'antico termine Scafa,ossia battello fluviale ed appunto si riferisce al fiume Sarno.","Scafati venne scoperta durante la prima età del ferro,negli scavi archeologici eseguiti nella valle del sarno. il fiume sarno era il tratto naturale che univa la costa campana."
138,,,,Il suo nome è dato guardando da lontano il paese che somiglia ad una scala che si distende lungo un pendio,"Scala è una nobile località della costiera amalfitana,ricca di arte e cultura,alcune famiglie romane furono sospese da una tempesta e si rifugiarono sui monti della costiera ed è proprio qui che venne fondata la città."
139,Medievale,XIII,1254.0,"Serramezzana è formata da due nomi ""serra"" il quale corrisponde al nome di un monte ed ""mezzana"" si intende per ""di mezzo""",
140,,,,Il nome si riferisce ad un monte,"Anticamente il territorio abbondava di risorse rappresentate dalla produzione di grano,con il crollo dell'impero romano gli abitanti del posto finirono per raccogliersi sulle alture sfuggendo dalle condizioni malsane si circondarono di torri e mura."
141,Medievale,,,Il nome deriva dal latino saxum ossia pietra rupe e si riferisce al monte stella,"Dal 1811 al 1860 ha fatto parte del circondario di Pollica, appartenente al Distretto di Vallo del Regno delle Due Sicilie."
142,,,,Proviene dal nome latino Seius a cui è aggiunto il suffisso anus che indica la proprietà,"Il comune di siano è un centro agricolo, commerciale ed artigianale. Siano fu abitata dai romani, a testimoniare ciò furono i vari oggetti in terracotta, resti di tombe e vasi in ceramica. Dopo svariati anni nel 1806 Giuseppe Bonaparte re di Napoli abolì la feudalità e fu così che nacque Siano"
143,Romana,,,L'etimologia del nome deriva dalla zona in cui è situato il comune ossia falde di monti alburni.,Ebbe il suo massimo splendore in età medioevale quando divenne borgo fortificato con un castello appartenente alla famiglia Giusso. Il centro abitato è di antiche origini ed a testimoniarlo ci sono gli scavi che hanno portato alla luce una necropoli in età romana
144,Medievale,XIII,1201.0,"In passato il comune veniva chiamato ""porcili"" in seguito l'amministrazione modificò il nome riferendosi al monte vicino ovvero monte stella.","Essa ha avuto origine nell' XIII secolo molti profughi dovettero stabilirsi in questo vallone a seguito della distruzione di torricelle.questo borgo fu denominato fino al 1871 porcili, questo nome stava a significare avanti al signore.porcili insieme ai suoi casali fece parte della baronia del cilento e dei feudi."
